timestamp,cpu_usage,memory_usage,network_utilization,ram_utilization,disk_utilization
2025-09-10 09:24:27.548161,29.766051531969275,56.192507268414566,21.641641490019424,66.38287073072411,19.620158960488617
2025-09-10 09:24:27.848161,29.968190285871124,56.211939521471024,21.817699745408444,66.4564534359327,19.49842787919277
2025-09-10 09:24:28.148161,30.205091748730425,56.29191203144368,21.727895977542143,66.29221932745408,19.2630630645005
2025-09-10 09:24:28.448161,30.57508466696954,56.26042152339099,21.718002606013926,66.37075623594058,18.99746988782237
2025-09-10 09:24:28.748161,30.59670486787494,56.28516755572041,21.782126556736536,66.28059209546608,19.100594665600877
2025-09-10 09:24:29.048161,30.500449799802904,56.35720351925718,21.808738438893734,66.33053381374224,19.287279611924028
2025-09-10 09:24:29.348161,30.669116899173872,56.153724572454955,21.893398685133747,66.45984176279899,19.314606607486716
2025-09-10 09:24:29.648161,30.642058265742502,56.13527250056822,22.08913562303393,66.76618811951552,19.243337615313816
2025-09-10 09:24:29.948161,30.612524047738642,56.30203369056691,22.27987089620148,66.84423829926195,19.28022314568554
2025-09-10 09:24:30.248161,30.798111002390332,56.443134846317896,22.31717057098113,67.02576382973146,19.226148707884146
2025-09-10 09:24:30.548161,30.94502547189988,56.562863248381525,22.399567037378205,67.08760069670623,19.01274502667387
2025-09-10 09:24:30.848161,30.942104913073035,56.45740307511669,22.39335566060815,66.96225635713738,19.085382906291873
2025-09-10 09:24:31.148161,30.98383021593104,56.487280921345864,22.142152477126558,66.98900517535084,18.996266885016674
2025-09-10 09:24:31.448161,30.900824237891886,56.26202663708456,22.101501367059402,66.97156807617257,19.069165422191872
2025-09-10 09:24:31.748161,30.924385104241892,56.27770202416342,22.466810922827754,67.18554995760216,19.061468775992193
2025-09-10 09:24:32.048161,31.008230167982532,56.37671568286488,22.68457022699422,67.36338069724353,19.141346635787745
2025-09-10 09:24:32.348161,31.252114291023172,56.690847786108,22.96190085504531,67.4787008362136,19.29706026870684
2025-09-10 09:24:32.648161,31.326332620715057,57.1255040301436,23.157163857270795,67.61156597021346,19.332155289406707
2025-09-10 09:24:32.948161,31.7126459758858,57.18042202092168,23.224995379396066,67.61517664786898,19.21636268107392
2025-09-10 09:24:33.248161,32.001133789646076,57.31686940518878,23.463143917108084,67.74115199408601,19.200670691295702
2025-09-10 09:24:33.548161,32.0921424889744,57.34549375972707,23.372262144966594,67.55868088704204,19.349578937170882
2025-09-10 09:24:33.848161,32.091340754191016,57.21553161911939,23.272934775976946,67.72380882915637,19.605182313392525
2025-09-10 09:24:34.148161,32.48094429592517,57.08415324405781,23.34040375243404,67.7213374498343,19.771735066935594
2025-09-10 09:24:34.448161,32.55111320403223,56.953992918884964,23.42930319321521,67.75325492131905,19.727982671216537
2025-09-10 09:24:34.748161,32.74547727478844,56.904400563020374,23.267097654969294,67.71109566791267,19.702846562512715
2025-09-10 09:24:35.048161,32.9742176063885,56.89935936879995,23.249510690130187,67.82968828380055,19.80198622145968
2025-09-10 09:24:35.348161,33.02743435692904,56.75458620275726,23.551053908680444,67.86747146482561,19.975190380001592
2025-09-10 09:24:35.648161,33.078945039263644,56.59341971662772,23.819362089808507,67.79909749982653,20.066518640802762
2025-09-10 09:24:35.948161,33.30312491822851,56.67327247060289,23.78342916576549,67.45455474592492,20.06634694785341
2025-09-10 09:24:36.248161,33.42153645152423,56.798880834998926,23.746314314360543,67.48560056302574,20.0738997862326
2025-09-10 09:24:36.548161,33.73952226225212,56.916283406912676,23.758013953629415,67.43867524703992,19.937663717805226
2025-09-10 09:24:36.848161,33.69812081206385,57.165605872557975,23.934362903017096,67.6466326903681,19.797156110609034
2025-09-10 09:24:37.148161,33.73399883997945,57.23220766801278,24.038834014762415,67.65068193101548,19.91398315952576
2025-09-10 09:24:37.448161,33.75616460037425,57.30102995889408,24.079923514155094,68.11339683977675,19.721393587934656
2025-09-10 09:24:37.748161,33.63155915035149,57.34408282389422,23.779818548394044,67.8587207691154,19.573893936664838
2025-09-10 09:24:38.048161,33.607038973271976,57.59308415188924,23.469371003506218,67.96957879896998,19.665094360529956
2025-09-10 09:24:38.348161,33.80095580326299,57.719254755440204,23.508083661199834,67.84346684974209,19.971828576291372
2025-09-10 09:24:38.648161,34.057262826212344,57.80880449980472,23.590144498986287,67.7653609347461,20.181453621174455
2025-09-10 09:24:38.948161,34.15255900313105,57.82496881008916,23.641765817727812,67.47185471405706,20.001752964241913
2025-09-10 09:24:39.248161,34.32375233097216,58.04679218957554,23.431622480049793,67.56809728038057,19.768429007269503
2025-09-10 09:24:39.548161,34.32782917899534,58.05744610504743,23.357295235828815,67.47684314132651,19.668008375360426
2025-09-10 09:24:39.848161,34.264290499228245,58.19674563472111,23.109001967189702,67.52938910614174,19.6813215426365
2025-09-10 09:24:40.148161,34.26796433894454,58.17367508443823,22.874573393343884,67.64725578102757,19.586492418090533
2025-09-10 09:24:40.448161,34.27919922898678,58.155780817528274,22.655374699457283,67.57236419234124,19.581340092640204
2025-09-10 09:24:40.748161,34.230215306310264,58.26446195992009,22.55808528199668,67.45699109797711,19.935850942959775
2025-09-10 09:24:41.048161,34.375398836617975,58.120476184721625,22.26988555653627,67.57637811875746,20.1200124295754
2025-09-10 09:24:41.348161,34.482517858922186,57.936362229670216,22.164133922391375,67.6664764482688,20.286216337483307
2025-09-10 09:24:41.648161,34.5291138276584,57.676574574838334,22.182123640926577,67.80752430798971,20.318154966800474
