timestamp,topic,attributes_client.port,attributes_code.filepath,attributes_code.function,attributes_code.lineno,attributes_code.namespace,attributes_db.name,attributes_db.operation,attributes_db.statement,attributes_db.system,attributes_db.user,attributes_http.client_ip,attributes_http.method,attributes_http.request.body.size,attributes_http.request.method,attributes_http.response.status_code,attributes_http.route,attributes_http.status_code,attributes_http.url,attributes_http.user_agent,attributes_network.peer.address,attributes_network.protocol.version,attributes_server.address,attributes_server.port,attributes_url.full,attributes_url.path,attributes_url.scheme,attributes_user_agent.original,body,body_length,context_ip,context_method,context_status_code,context_trace_id,context_url,context_user_agent,correlation_cross_signal_health_score,correlation_error_correlation_score,correlation_error_density,correlation_error_to_request_ratio,correlation_metric_anomaly_rate,correlation_service_diversity,correlation_temporal_overlap,day_of_week,duration_ms,end_time,enhanced_body_length_cv,enhanced_body_length_max,enhanced_body_length_mean,enhanced_body_length_min,enhanced_body_length_p95,enhanced_body_length_std,enhanced_duration_ms_cv,enhanced_duration_ms_max,enhanced_duration_ms_mean,enhanced_duration_ms_min,enhanced_duration_ms_p95,enhanced_duration_ms_std,enhanced_error_rate,enhanced_hour_variance,enhanced_messages_per_minute,enhanced_peak_hour,enhanced_unique_sources,enhanced_value_cv,enhanced_value_max,enhanced_value_mean,enhanced_value_min,enhanced_value_p95,enhanced_value_std,enhanced_window_minutes,error,events_count,exception,hour,is_error,kind,name,observed_ts,parent_span_id,resource_attributes_host.arch,resource_attributes_host.name,resource_attributes_os.description,resource_attributes_os.name,resource_attributes_os.type,resource_attributes_os.version,resource_attributes_process.executable.path,resource_attributes_process.owner,resource_attributes_process.pid,resource_attributes_process.runtime.name,resource_attributes_process.runtime.version,resource_attributes_service.name,resource_attributes_service.version,resource_attributes_telemetry.distro.name,resource_attributes_telemetry.distro.version,resource_attributes_telemetry.sdk.language,resource_attributes_telemetry.sdk.name,resource_attributes_telemetry.sdk.version,severity_number,severity_text,sliding_avg_duration_15m,sliding_avg_duration_5m,sliding_avg_duration_60m,sliding_avg_messages_15m,sliding_avg_messages_5m,sliding_avg_messages_60m,sliding_duration_trend_15m,sliding_duration_trend_5m,sliding_duration_trend_60m,sliding_error_rate_15m,sliding_error_rate_5m,sliding_error_rate_60m,sliding_trend_15m,sliding_trend_5m,sliding_trend_60m,sliding_volume_trend_15m,sliding_volume_trend_5m,sliding_volume_trend_60m,source,span_id,start_time,trace_id,value
2025-12-04T04:44:36.924717+00:00,test-topic-sig,,,,,,,,,,,,,,,,,,,,,,,,,,,,API Request,11.0,172.20.0.1,GET,,15f8b697f9be03115069d3478320fd2f,http://localhost:8000/api/people/140,k6/0.57.0 (https://k6.io/),0.8333333333333334,0,0.16666666666666666,0.0,0.0,0,0.0,3,,,1.0710639401142792,12.0,5.75,0.0,12.0,6.158617655657106,1.3395772078378687,273.795976,102.264055875,0.0,271.969466,136.9905984312083,0.0,0.0,1.6,4,2,1.2474515511554924,273.795976,106.764055875,9.0,271.969466,133.1829871089204,5,,,,4,,,,2025-12-04T04:44:36.924717+00:00,,,,,,,,,,,,,,,,,,,,9.0,info,131.05222181824635,102.264055875,126.55676784893797,187.8,1.6,98.08333333333333,0.0088057324146615,-30.083978821428566,0.003146295541840211,0.0,0.0,0.0,0.008832913262359193,-28.369693107142854,0.0031339067523551358,-429.9000000000002,-3.14018491736755e-16,-424.10000000000025,unknown,c80630a6787a803c,,15f8b697f9be03115069d3478320fd2f,9.0
2025-12-04T04:44:36.927536+00:00,test-topic-sig,,,,,,,,,,,,,,,,,,,,,,,,,,,,API Request,11.0,172.20.0.1,GET,,15f8b697f9be03115069d3478320fd2f,http://localhost:8000/api/people/140,k6/0.57.0 (https://k6.io/),0.8333333333333334,0,0.16666666666666666,0.0,0.0,0,0.0,3,,,1.0710639401142792,12.0,5.75,0.0,12.0,6.158617655657106,1.3395772078378687,273.795976,102.264055875,0.0,271.969466,136.9905984312083,0.0,0.0,1.6,4,2,1.2474515511554924,273.795976,106.764055875,9.0,271.969466,133.1829871089204,5,,,,4,,,,2025-12-04T04:44:36.927536+00:00,,,,,,,,,,,,,,,,,,,,9.0,info,131.05222181824635,102.264055875,126.55676784893797,187.8,1.6,98.08333333333333,0.0088057324146615,-30.083978821428566,0.003146295541840211,0.0,0.0,0.0,0.008832913262359193,-28.369693107142854,0.0031339067523551358,-429.9000000000002,-3.14018491736755e-16,-424.10000000000025,unknown,c80630a6787a803c,,15f8b697f9be03115069d3478320fd2f,9.0
2025-12-04T04:44:36.942042+00:00,test-topic-sig,,,,,,,,,,,,,,,,,,,,,,,,,,,,API Response,12.0,,,404.0,15f8b697f9be03115069d3478320fd2f,,,0.8333333333333334,0,0.16666666666666666,0.0,0.0,0,0.0,3,,,1.0710639401142792,12.0,5.75,0.0,12.0,6.158617655657106,1.3395772078378687,273.795976,102.264055875,0.0,271.969466,136.9905984312083,0.0,0.0,1.6,4,2,1.2474515511554924,273.795976,106.764055875,9.0,271.969466,133.1829871089204,5,,,,4,,,,2025-12-04T04:44:36.942042+00:00,,,,,,,,,,,,,,,,,,,,9.0,info,131.05222181824635,102.264055875,126.55676784893797,187.8,1.6,98.08333333333333,0.0088057324146615,-30.083978821428566,0.003146295541840211,0.0,0.0,0.0,0.008832913262359193,-28.369693107142854,0.0031339067523551358,-429.9000000000002,-3.14018491736755e-16,-424.10000000000025,unknown,c80630a6787a803c,,15f8b697f9be03115069d3478320fd2f,9.0
2025-12-04T04:44:36.942494+00:00,test-topic-sig,,,,,,,,,,,,,,,,,,,,,,,,,,,,API Response,12.0,,,404.0,15f8b697f9be03115069d3478320fd2f,,,0.8333333333333334,0,0.16666666666666666,0.0,0.0,0,0.0,3,,,1.0710639401142792,12.0,5.75,0.0,12.0,6.158617655657106,1.3395772078378687,273.795976,102.264055875,0.0,271.969466,136.9905984312083,0.0,0.0,1.6,4,2,1.2474515511554924,273.795976,106.764055875,9.0,271.969466,133.1829871089204,5,,,,4,,,,2025-12-04T04:44:36.942494+00:00,,,,,,,,,,,,,,,,,,,,9.0,info,131.05222181824635,102.264055875,126.55676784893797,187.8,1.6,98.08333333333333,0.0088057324146615,-30.083978821428566,0.003146295541840211,0.0,0.0,0.0,0.008832913262359193,-28.369693107142854,0.0031339067523551358,-429.9000000000002,-3.14018491736755e-16,-424.10000000000025,unknown,c80630a6787a803c,,15f8b697f9be03115069d3478320fd2f,9.0
2025-12-04T04:51:39.752084+00:00,test-topic-sig,,,,,,test_crud,INSERT,"insert into ""people"" (""name"", ""age"", ""updated_at"", ""created_at"") values (?, ?, ?, ?) returning ""id""",pgsql,root,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909091,0,0.09090909090909091,0.0,0.0,0,,3,13.449984,2025-12-04T04:51:39.765534+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0536385013885539,525.44996,125.59911922511485,0.610048,307.3256086,132.3360677560723,0.0,0.0,391.8,4,1,1.0536385013885539,525.44996,125.59911922511485,0.610048,307.3256086,132.3360677560723,5,,0.0,,4,0.0,3.0,sql INSERT,,b33f94e1f1a377ad,x86_64,37a63f37c7d8,5.14.0-503.14.1.el9_5.x86_64,Linux,linux,#1 SMP PREEMPT_DYNAMIC Thu Nov 7 15:41:49 EST 2024,/usr/local/sbin/php-fpm,www-data,,fpm-fcgi,8.2.29,laravel,dev-master,opentelemetry-php-instrumentation,1.0.0beta3,php,opentelemetry,1.2.2,,,125.67268204829143,125.59911922511485,126.09443386565856,236.06666666666666,391.8,152.1,0.0012118007248579164,-0.0007923263659261605,0.0007491031308629463,0.0,0.0,0.0,0.0011974735254785787,-0.0007923263659261605,0.000742096652991703,293.0999999999999,-26.500000000000007,-36.400000000000226,laravel,fff3a33fee999e9b,2025-12-04T04:51:39.752084+00:00,4584625845f139fba47f943858f07b29,13.449984
2025-12-04T04:51:39.739347+00:00,test-topic-sig,34640,/var/www/vendor/laravel/framework/src/Illuminate/Foundation/Http/Kernel.php,handle,137,Illuminate\Foundation\Http\Kernel,,,,,,,,32,POST,201,api/people,,,,172.20.0.1,1.1,localhost,8000,http://localhost:8000/api/people,api/people,http,k6/0.57.0 (https://k6.io/),,,,,,,,,0.9090909090909091,0,0.09090909090909091,0.0,0.0,0,,3,28.735908,2025-12-04T04:51:39.768083+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0536385013885539,525.44996,125.59911922511485,0.610048,307.3256086,132.3360677560723,0.0,0.0,391.8,4,1,1.0536385013885539,525.44996,125.59911922511485,0.610048,307.3256086,132.3360677560723,5,,2.0,,4,0.0,2.0,POST /api/people,,,x86_64,37a63f37c7d8,5.14.0-503.14.1.el9_5.x86_64,Linux,linux,#1 SMP PREEMPT_DYNAMIC Thu Nov 7 15:41:49 EST 2024,/usr/local/sbin/php-fpm,www-data,,fpm-fcgi,8.2.29,laravel,dev-master,opentelemetry-php-instrumentation,1.0.0beta3,php,opentelemetry,1.2.2,,,125.67268204829143,125.59911922511485,126.09443386565856,236.06666666666666,391.8,152.1,0.0012118007248579164,-0.0007923263659261605,0.0007491031308629463,0.0,0.0,0.0,0.0011974735254785787,-0.0007923263659261605,0.000742096652991703,293.0999999999999,-26.500000000000007,-36.400000000000226,laravel,b33f94e1f1a377ad,2025-12-04T04:51:39.739347+00:00,4584625845f139fba47f943858f07b29,28.735908
2025-12-04T04:51:39.750183+00:00,test-topic-sig,,,,,,,,,,,172.20.0.1,POST,,,,,201,http://localhost:8000/api/people,k6/0.57.0 (https://k6.io/),,,,,,,,,,,,,,,,,0.9090909090909091,0,0.09090909090909091,0.0,0.0,0,,3,17.20669,2025-12-04T04:51:39.767390+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0536385013885539,525.44996,125.59911922511485,0.610048,307.3256086,132.3360677560723,0.0,0.0,391.8,4,1,1.0536385013885539,525.44996,125.59911922511485,0.610048,307.3256086,132.3360677560723,5,,0.0,,4,0.0,2.0,http.request,,b33f94e1f1a377ad,x86_64,37a63f37c7d8,5.14.0-503.14.1.el9_5.x86_64,Linux,linux,#1 SMP PREEMPT_DYNAMIC Thu Nov 7 15:41:49 EST 2024,/usr/local/sbin/php-fpm,www-data,,fpm-fcgi,8.2.29,laravel,dev-master,opentelemetry-php-instrumentation,1.0.0beta3,php,opentelemetry,1.2.2,,,125.67268204829143,125.59911922511485,126.09443386565856,236.06666666666666,391.8,152.1,0.0012118007248579164,-0.0007923263659261605,0.0007491031308629463,0.0,0.0,0.0,0.0011974735254785787,-0.0007923263659261605,0.000742096652991703,293.0999999999999,-26.500000000000007,-36.400000000000226,laravel,4cf97843e9133003,2025-12-04T04:51:39.750183+00:00,4584625845f139fba47f943858f07b29,17.20669
2025-12-04T04:51:39.746437+00:00,test-topic-sig,,,,,,,,,,,172.20.0.1,POST,,,,,201,http://localhost:8000/api/people,k6/0.57.0 (https://k6.io/),,,,,,,,,,,,,,,,,0.9090909090909091,0,0.09090909090909091,0.0,0.0,0,,3,21.502556,2025-12-04T04:51:39.767939+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0536385013885539,525.44996,125.59911922511485,0.610048,307.3256086,132.3360677560723,0.0,0.0,391.8,4,1,1.0536385013885539,525.44996,125.59911922511485,0.610048,307.3256086,132.3360677560723,5,,0.0,,4,0.0,2.0,http.request,,b33f94e1f1a377ad,x86_64,37a63f37c7d8,5.14.0-503.14.1.el9_5.x86_64,Linux,linux,#1 SMP PREEMPT_DYNAMIC Thu Nov 7 15:41:49 EST 2024,/usr/local/sbin/php-fpm,www-data,,fpm-fcgi,8.2.29,laravel,dev-master,opentelemetry-php-instrumentation,1.0.0beta3,php,opentelemetry,1.2.2,,,125.67268204829143,125.59911922511485,126.09443386565856,236.06666666666666,391.8,152.1,0.0012118007248579164,-0.0007923263659261605,0.0007491031308629463,0.0,0.0,0.0,0.0011974735254785787,-0.0007923263659261605,0.000742096652991703,293.0999999999999,-26.500000000000007,-36.400000000000226,laravel,1f3eedae5f135636,2025-12-04T04:51:39.746437+00:00,4584625845f139fba47f943858f07b29,21.502556
2025-12-04T04:51:39.661607+00:00,test-topic-sig,,,,,,test_crud,SELECT,"select * from ""people""",pgsql,root,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909091,0,0.09090909090909091,0.0,0.0,0,,3,15.849984,2025-12-04T04:51:39.677457+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0536385013885539,525.44996,125.59911922511485,0.610048,307.3256086,132.3360677560723,0.0,0.0,391.8,4,1,1.0536385013885539,525.44996,125.59911922511485,0.610048,307.3256086,132.3360677560723,5,,0.0,,4,0.0,3.0,sql SELECT,,bf62d2e81b619782,x86_64,37a63f37c7d8,5.14.0-503.14.1.el9_5.x86_64,Linux,linux,#1 SMP PREEMPT_DYNAMIC Thu Nov 7 15:41:49 EST 2024,/usr/local/sbin/php-fpm,www-data,,fpm-fcgi,8.2.29,laravel,dev-master,opentelemetry-php-instrumentation,1.0.0beta3,php,opentelemetry,1.2.2,,,125.67268204829143,125.59911922511485,126.09443386565856,236.06666666666666,391.8,152.1,0.0012118007248579164,-0.0007923263659261605,0.0007491031308629463,0.0,0.0,0.0,0.0011974735254785787,-0.0007923263659261605,0.000742096652991703,293.0999999999999,-26.500000000000007,-36.400000000000226,laravel,827e7b1e6a412442,2025-12-04T04:51:39.661607+00:00,645eb372cbd650842f51b2dab8d14fd8,15.849984
2025-12-04T04:51:39.653180+00:00,test-topic-sig,40256,/var/www/vendor/laravel/framework/src/Illuminate/Foundation/Http/Kernel.php,handle,137,Illuminate\Foundation\Http\Kernel,,,,,,,,,GET,200,api/people,,,,172.20.0.1,1.1,localhost,8000,http://localhost:8000/api/people,api/people,http,k6/0.57.0 (https://k6.io/),,,,,,,,,0.9090909090909091,0,0.09090909090909091,0.0,0.0,0,,3,322.255563,2025-12-04T04:51:39.975435+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0536385013885539,525.44996,125.59911922511485,0.610048,307.3256086,132.3360677560723,0.0,0.0,391.8,4,1,1.0536385013885539,525.44996,125.59911922511485,0.610048,307.3256086,132.3360677560723,5,,2.0,,4,0.0,2.0,GET /api/people,,,x86_64,37a63f37c7d8,5.14.0-503.14.1.el9_5.x86_64,Linux,linux,#1 SMP PREEMPT_DYNAMIC Thu Nov 7 15:41:49 EST 2024,/usr/local/sbin/php-fpm,www-data,,fpm-fcgi,8.2.29,laravel,dev-master,opentelemetry-php-instrumentation,1.0.0beta3,php,opentelemetry,1.2.2,,,125.67268204829143,125.59911922511485,126.09443386565856,236.06666666666666,391.8,152.1,0.0012118007248579164,-0.0007923263659261605,0.0007491031308629463,0.0,0.0,0.0,0.0011974735254785787,-0.0007923263659261605,0.000742096652991703,293.0999999999999,-26.500000000000007,-36.400000000000226,laravel,bf62d2e81b619782,2025-12-04T04:51:39.653180+00:00,645eb372cbd650842f51b2dab8d14fd8,322.255563
